amount_inr,hour_of_day,is_new_recipient,tx_count_last_24h,wallet_age_days,amount_deviation_ratio,is_structured_amount,is_fraud
2341.18,19,0,1,97.0,1.19,0,0
1041.91,12,1,2,42.0,0.99,0,0
2503.27,1,0,0,10.0,1.88,0,0
645.9,3,0,2,115.0,0.29,0,0
1993.61,1,0,2,80.0,1.21,0,0
1754.77,3,0,1,171.0,1.85,0,0
1499.21,17,0,3,64.0,0.95,0,0
1610.53,4,0,1,508.0,0.88,0,0
332.4,18,1,0,61.0,0.15,0,0
1103.4,9,0,2,49.0,0.38,0,0
1965.61,17,0,2,246.0,0.45,0,0
2087.81,20,0,0,60.0,1.41,0,0
717.01,9,0,2,246.0,0.94,0,0
5648.45,4,0,1,3.0,3.16,0,0
829.18,16,1,1,142.0,1.25,0,0
4326.49,21,0,2,9.0,0.93,0,0
2655.73,12,1,1,19.0,2.51,0,0
1010.7,22,0,0,145.0,0.38,0,0
8935.43,16,1,1,41.0,5.0,0,1
617.53,8,0,1,28.0,0.36,0,0
4134.98,23,0,3,194.0,7.21,0,0
4449.4,11,0,3,351.0,4.82,0,1
988.75,13,0,2,32.0,0.85,0,0
6331.03,13,0,0,46.0,5.35,0,0
1443.69,7,0,0,150.0,0.92,0,0
2344.49,22,0,0,203.0,2.36,0,0
2285.38,4,0,2,850.0,1.15,0,0
1602.18,18,0,1,38.0,1.15,0,0
3750.81,13,0,0,98.0,1.71,0,1
3692.8,8,0,1,17.0,6.08,0,1
374.77,6,0,1,48.0,0.16,0,0
5848.3,7,0,1,6.0,1.49,0,0
404.95,13,0,2,28.0,0.3,0,0
4579.25,21,0,1,85.0,1.5,0,0
4984.23,13,0,1,21.0,3.42,0,0
677.31,10,0,1,264.0,0.59,0,0
1249.21,13,0,0,149.0,0.74,0,1
668.39,20,0,1,3.0,0.18,0,0
1490.06,7,0,1,251.0,0.41,0,0
1370.28,2,0,2,454.0,2.32,0,0
3647.13,22,0,1,84.0,4.57,0,0
5879.8,17,1,1,45.0,4.19,0,1
6349.4,2,0,0,37.0,6.56,0,1
1090.13,12,0,0,11.0,0.59,0,0
1497.72,11,0,3,81.0,1.1,0,0
397.39,14,0,2,6.0,0.35,0,0
875.43,17,1,2,84.0,0.18,0,0
4308.59,4,0,2,35.0,1.82,0,0
7738.98,6,0,1,78.0,3.4,0,0
595.31,10,1,3,65.0,0.65,0,0
1060.8,10,0,1,44.0,0.73,0,0
1765.58,14,1,0,71.0,1.29,0,0
2326.56,9,1,2,77.0,1.49,0,0
872.49,14,0,1,215.0,0.77,0,0
2648.25,12,0,0,132.0,1.03,0,0
1180.32,13,0,3,68.0,0.36,0,0
1784.68,16,0,0,283.0,0.76,0,0
2956.19,12,0,2,169.0,2.12,0,0
1818.52,9,0,2,9.0,1.56,0,0
1220.79,0,1,1,20.0,0.43,0,0
1638.2,0,0,0,10.0,0.91,0,0
1669.82,14,0,0,46.0,0.81,0,0
1295.94,15,0,1,69.0,0.73,0,0
1432.37,11,1,1,84.0,1.51,0,1
7621.91,23,0,2,229.0,2.02,0,0
2995.38,5,0,2,2.0,0.46,0,1
1385.85,5,1,1,67.0,1.21,0,0
3385.51,11,1,2,64.0,2.34,0,0
1338.84,14,1,1,354.0,1.14,0,0
5196.87,3,0,1,33.0,5.23,0,0
2521.67,23,0,1,16.0,1.19,0,0
1641.6,3,0,1,18.0,1.57,0,0
2705.24,1,0,1,88.0,3.24,0,0
439.75,23,0,1,59.0,0.23,0,0
655.84,11,0,1,168.0,0.75,0,0
617.37,6,0,3,47.0,0.6,0,0
2056.27,19,1,1,16.0,2.08,0,0
8597.82,8,0,1,59.0,4.4,0,0
13469.32,8,0,1,258.0,8.7,0,1
3210.71,7,0,0,62.0,6.66,0,1
2837.73,13,1,2,215.0,1.61,0,0
357.47,0,0,0,56.0,0.4,0,0
1109.42,22,0,0,40.0,0.3,0,0
889.8,20,0,2,179.0,2.08,0,1
1034.05,22,0,3,28.0,0.56,0,0
1554.13,11,0,1,32.0,0.66,0,0
1182.18,1,1,1,6.0,1.65,0,0
304.49,12,1,2,25.0,0.24,0,1
3544.38,3,1,2,57.0,2.26,0,1
688.51,19,0,0,61.0,0.51,0,0
2242.45,17,1,0,65.0,1.13,0,1
11692.17,18,1,3,78.0,7.19,0,1
790.41,15,1,1,102.0,0.33,0,1
185.44,13,0,1,25.0,0.1,0,0
1397.72,7,0,1,114.0,0.88,0,0
4870.07,11,0,1,49.0,3.88,0,0
10535.57,8,1,0,159.0,6.14,0,1
597.89,5,0,2,98.0,0.14,0,0
2827.16,17,0,2,97.0,2.01,0,0
1189.42,1,1,0,139.0,1.73,0,1
1643.6,22,0,0,49.0,0.58,0,0
19533.95,7,0,4,67.0,3.8,0,0
467.47,23,1,0,105.0,0.22,0,0
2271.89,13,1,0,66.0,0.47,0,1
2754.31,5,0,2,70.0,1.71,0,0
4804.02,9,1,0,38.0,0.55,0,1
1974.73,7,0,3,41.0,3.22,0,0
2385.69,16,0,1,144.0,1.76,0,0
1270.95,11,0,0,1.0,0.6,0,0
2303.57,16,0,0,12.0,2.46,0,0
1327.6,12,0,0,357.0,0.44,0,0
3163.44,18,0,2,25.0,1.54,0,0
1296.41,11,1,2,65.0,1.0,0,0
2538.66,15,0,1,227.0,1.33,0,0
1761.05,4,1,0,0.0,1.06,0,1
4981.3,15,0,3,311.0,2.28,0,0
1726.32,5,0,3,7.0,1.34,0,0
366.6,10,1,3,22.0,0.93,0,1
5629.24,16,1,1,4.0,2.26,0,0
800.18,22,0,0,88.0,0.56,0,0
1003.86,13,0,1,344.0,1.09,0,0
1057.76,5,0,1,219.0,0.89,0,0
6229.14,22,0,1,123.0,4.73,0,1
264.51,10,1,2,25.0,0.44,0,0
30454.03,11,0,1,244.0,35.05,0,0
4677.18,12,0,2,169.0,3.39,0,0
2210.37,3,0,2,37.0,1.65,0,0
1720.89,6,0,0,196.0,2.04,0,0
2337.88,1,0,2,252.0,3.42,0,0
2890.0,5,0,0,144.0,3.26,0,0
3231.48,5,0,0,13.0,1.83,0,0
2981.09,17,0,2,498.0,2.97,0,0
1959.85,19,0,0,9.0,0.78,0,0
1513.83,7,0,1,128.0,0.51,0,0
1577.91,7,1,0,14.0,0.37,0,0
1517.14,7,1,1,283.0,0.7,0,1
5016.03,7,0,5,52.0,2.63,0,0
3084.67,0,0,3,86.0,0.91,0,0
128.21,1,1,0,24.0,0.18,0,1
3262.7,11,0,1,95.0,1.51,0,0
2154.39,14,0,0,335.0,0.82,0,0
1777.85,3,0,2,278.0,1.21,0,0
1274.53,2,0,2,8.0,0.53,0,0
4972.62,13,0,2,57.0,4.1,0,0
4241.93,21,0,1,37.0,2.8,0,0
901.82,22,0,0,79.0,0.49,0,0
2608.02,7,0,1,215.0,1.44,0,0
754.09,12,1,0,161.0,1.17,0,0
522.35,22,0,0,51.0,0.48,0,0
1028.6,18,0,2,58.0,0.68,0,0
3929.05,21,1,0,127.0,2.1,0,0
4263.36,4,0,1,26.0,1.92,0,1
2869.17,12,1,1,13.0,1.91,0,1
3472.35,19,1,2,33.0,1.21,0,1
2877.16,0,0,0,16.0,2.32,0,0
1015.02,15,0,3,52.0,0.41,0,0
2667.06,22,1,1,333.0,1.97,0,1
3715.87,23,0,3,15.0,4.35,0,1
3564.8,1,0,0,205.0,0.5,0,0
5271.25,6,1,1,92.0,2.64,0,0
3420.27,5,1,0,120.0,6.97,0,0
2480.72,4,1,0,22.0,0.97,0,0
4736.89,3,0,0,20.0,2.9,0,0
1765.4,1,0,1,21.0,0.71,0,0
817.55,9,0,0,132.0,0.4,0,1
1561.25,21,0,3,165.0,1.67,0,1
924.81,4,0,1,303.0,0.36,0,0
984.7,17,0,2,61.0,0.99,0,0
1587.53,9,0,1,74.0,1.74,0,0
886.09,22,0,3,76.0,0.73,0,1
1370.37,21,0,0,38.0,1.73,0,0
328.9,14,0,1,48.0,0.16,0,0
2190.67,8,1,1,225.0,0.42,0,0
1810.01,10,0,1,51.0,2.37,0,0
866.64,20,0,1,244.0,0.26,0,0
3272.54,16,1,3,44.0,3.17,0,1
4204.09,20,0,2,50.0,4.06,0,0
425.47,8,0,1,99.0,0.57,0,0
910.09,22,0,0,13.0,0.5,0,0
904.85,15,1,1,306.0,1.35,0,0
775.95,5,0,1,206.0,0.7,0,0
3814.36,21,0,2,133.0,1.32,0,0
1518.62,10,1,1,532.0,0.4,0,1
1425.01,22,1,3,2.0,1.7,0,1
297.83,16,0,0,64.0,0.24,0,0
3203.11,3,1,1,235.0,2.36,0,1
592.69,14,1,0,68.0,0.97,0,0
1908.25,0,0,3,1.0,1.82,0,1
2320.74,21,0,3,21.0,2.29,0,0
6152.37,19,0,2,68.0,3.1,0,0
556.72,0,0,3,132.0,0.32,0,0
119.4,8,1,2,21.0,0.07,0,0
2133.38,11,0,2,71.0,1.64,0,0
9140.41,3,1,1,2.0,2.81,0,1
5514.03,21,1,1,78.0,3.77,0,1
2183.52,12,0,2,272.0,0.81,0,0
1161.57,6,0,1,109.0,0.55,0,0
3738.39,7,0,2,70.0,2.3,0,0
752.81,12,1,0,21.0,0.3,0,1
2775.88,10,0,0,27.0,2.26,0,0
2849.57,8,0,3,10.0,3.29,0,0
4694.7,23,0,2,163.0,3.23,0,0
21670.22,15,1,3,10.0,5.94,0,1
2573.89,9,1,1,58.0,1.53,0,0
1143.6,10,0,3,166.0,1.05,0,0
1766.9,11,0,1,150.0,1.94,0,0
367.91,13,0,1,103.0,0.62,0,0
967.54,18,0,1,102.0,1.07,0,0
1250.93,11,0,0,11.0,0.71,0,0
1128.13,17,0,3,23.0,0.88,0,0
2073.76,20,0,1,92.0,1.23,0,0
862.49,16,0,2,51.0,1.01,0,0
4958.84,2,0,2,2.0,1.81,0,0
1808.38,0,0,1,192.0,0.78,0,0
1792.97,18,0,1,127.0,1.7,0,0
1346.0,3,0,1,47.0,2.12,0,0
2079.06,22,0,2,12.0,1.21,0,0
3799.36,15,0,3,107.0,8.35,0,1
828.47,11,0,3,51.0,1.23,0,1
999.94,20,1,0,35.0,0.86,0,0
1375.6,20,0,3,153.0,1.58,0,1
538.46,12,1,0,48.0,0.17,0,0
864.95,16,0,0,18.0,0.71,0,0
1177.8,7,0,1,79.0,0.59,0,0
3971.7,12,0,0,212.0,9.91,0,0
2290.0,19,0,1,227.0,4.51,0,1
2152.17,4,0,0,227.0,2.18,0,0
3888.61,17,0,0,66.0,2.31,0,0
1597.77,14,0,1,188.0,2.31,0,1
2569.38,11,1,1,228.0,1.4,0,0
1647.64,16,0,2,74.0,0.5,0,0
2295.78,14,0,0,46.0,2.49,0,0
1070.11,1,0,2,145.0,0.73,0,0
201.35,5,0,0,282.0,0.16,0,0
1602.23,16,0,1,430.0,1.4,0,0
6505.96,15,0,1,41.0,3.63,0,0
4161.35,16,0,1,375.0,2.8,0,0
4310.71,19,0,3,83.0,3.25,0,0
5500.08,8,0,1,44.0,3.41,0,0
1958.22,4,1,0,535.0,0.79,0,1
2159.4,22,1,0,252.0,1.02,0,1
1037.03,0,1,0,141.0,2.01,0,0
1360.4,5,1,0,270.0,1.56,0,1
3146.97,23,1,2,137.0,1.5,0,0
5342.75,13,0,0,70.0,0.77,0,0
1594.79,16,0,1,355.0,1.6,0,0
1205.72,18,0,0,396.0,2.0,0,0
1808.9,0,0,2,45.0,0.31,0,0
3105.98,0,1,2,53.0,0.98,0,1
493.01,12,0,0,58.0,0.16,0,0
228.93,13,0,2,207.0,0.14,0,0
1101.6,5,0,0,188.0,0.77,0,0
602.66,5,0,2,490.0,0.44,0,1
1144.44,0,0,2,75.0,0.49,0,1
1582.87,13,0,2,160.0,0.5,0,0
1202.4,2,0,1,233.0,0.74,0,0
6682.32,22,0,2,30.0,2.84,0,0
2426.17,9,0,0,116.0,0.71,0,0
2369.48,18,0,1,95.0,0.91,0,0
3165.25,18,1,0,163.0,1.51,0,0
648.75,18,0,0,143.0,0.68,0,0
4606.39,22,0,1,201.0,4.6,0,0
1688.87,3,1,2,45.0,3.21,0,0
3305.8,19,0,0,29.0,1.77,0,1
689.06,18,0,2,196.0,0.43,0,0
446.58,9,0,1,54.0,0.14,0,0
3774.79,1,1,3,41.0,1.94,0,1
2537.08,3,0,1,49.0,2.08,0,0
802.84,23,0,1,8.0,0.73,0,0
826.59,5,1,1,178.0,0.45,0,0
4978.54,6,0,0,151.0,2.89,0,0
619.88,15,1,2,97.0,0.14,0,1
7929.98,6,0,0,151.0,5.72,0,0
803.87,17,0,1,56.0,0.41,0,0
3211.69,19,1,1,42.0,0.81,0,1
1345.13,21,0,2,238.0,0.99,0,0
3111.53,18,1,2,66.0,2.56,0,1
1107.98,8,1,2,26.0,1.67,0,0
1561.63,19,0,0,166.0,1.31,0,0
1875.87,9,1,0,49.0,1.01,0,1
733.65,12,0,1,29.0,0.22,0,0
3521.85,17,1,3,3.0,5.43,0,1
1139.23,15,0,2,423.0,1.32,0,0
1471.83,21,0,2,76.0,3.08,0,0
738.84,16,0,1,21.0,0.17,0,0
180.17,21,0,2,170.0,0.11,0,0
1522.45,12,0,0,262.0,1.33,0,0
15856.8,11,1,1,90.0,31.48,0,1
3663.39,9,1,0,3.0,2.48,0,0
1776.97,0,0,1,55.0,1.53,0,0
1427.1,7,0,2,33.0,2.83,0,0
1844.97,20,1,2,121.0,1.48,0,0
2958.41,21,0,3,88.0,0.96,0,1
624.7,17,0,3,53.0,0.49,0,1
4928.99,1,0,1,125.0,1.64,0,1
3442.12,15,0,0,105.0,0.91,0,0
3450.82,11,0,4,284.0,2.74,0,0
2682.83,8,0,1,109.0,1.91,0,0
1840.25,2,0,2,85.0,0.92,0,1
3312.89,21,0,2,208.0,1.21,0,0
3079.84,20,1,0,27.0,0.89,0,0
1314.7,3,0,0,33.0,0.36,0,0
1078.97,1,0,3,184.0,1.13,0,1
1981.62,7,0,2,70.0,0.56,0,0
7288.97,9,0,2,63.0,3.62,0,0
592.77,15,0,1,262.0,0.55,0,0
482.62,22,0,1,113.0,0.65,0,0
2097.05,10,0,2,195.0,2.29,0,0
1892.77,17,0,2,199.0,1.03,0,0
2113.3,21,0,2,15.0,1.92,0,0
2251.96,13,1,1,127.0,1.22,0,0
1478.99,7,0,1,366.0,1.96,0,0
6911.05,22,0,1,78.0,7.34,0,0
428.03,14,1,0,158.0,0.31,0,1
857.78,16,0,2,100.0,0.64,0,0
1647.59,20,0,0,28.0,2.39,0,0
412.04,17,0,1,26.0,0.41,0,0
1543.38,5,1,1,68.0,2.97,0,0
8065.28,22,0,1,79.0,5.24,0,0
1842.35,13,0,2,84.0,0.5,0,0
2225.26,22,0,1,372.0,2.38,0,0
581.64,2,0,1,13.0,0.7,0,0
1038.23,6,1,1,57.0,0.39,0,1
1289.9,14,0,0,87.0,1.76,0,0
1358.39,20,0,1,396.0,0.5,0,0
5730.05,23,1,1,84.0,7.96,0,0
2986.69,15,0,1,179.0,2.5,0,0
664.93,15,0,0,166.0,0.52,0,0
2257.14,7,0,2,100.0,1.0,0,0
2831.04,6,1,1,17.0,0.62,0,0
5044.91,5,1,1,30.0,4.2,0,1
7498.71,1,1,1,33.0,5.12,0,1
725.18,21,0,2,5.0,1.37,0,1
871.51,12,0,1,57.0,0.6,0,1
583.0,11,0,0,113.0,0.2,0,0
1464.67,14,1,1,19.0,0.24,0,1
2751.01,8,0,1,23.0,2.31,0,0
4396.66,1,0,1,147.0,1.93,0,0
1688.58,16,0,0,22.0,0.57,0,0
1355.79,4,0,0,17.0,2.17,0,0
2072.65,10,0,0,457.0,0.6,0,0
852.67,21,1,0,2.0,0.93,0,0
11855.95,18,0,1,47.0,6.83,0,0
425.43,23,0,2,4.0,0.61,0,0
2135.1,6,0,0,218.0,1.8,0,0
11172.89,1,0,1,105.0,20.78,0,0
1819.14,15,0,3,6.0,1.05,0,0
1523.8,11,0,0,115.0,0.41,0,0
1310.68,22,0,2,16.0,0.87,0,0
1537.09,14,1,1,82.0,2.47,0,1
6220.24,0,0,2,133.0,5.15,0,0
246.98,12,0,0,19.0,0.15,0,0
7187.44,22,0,0,82.0,5.3,0,0
501.92,5,1,0,73.0,0.23,0,0
1422.27,12,0,0,297.0,0.29,0,0
1228.66,17,1,0,654.0,0.86,0,0
3070.81,2,1,0,128.0,2.24,0,0
429.1,0,1,3,232.0,0.45,0,1
2740.66,14,1,0,125.0,1.0,0,0
11179.97,12,0,3,251.0,2.4,0,0
530.14,4,1,3,68.0,0.4,0,1
2144.66,12,1,1,112.0,1.24,0,1
996.47,21,1,1,224.0,0.61,0,0
2652.61,4,0,0,300.0,2.84,0,0
1839.47,18,0,1,3.0,0.8,0,0
1015.02,20,0,2,13.0,0.7,0,0
2804.79,23,0,4,321.0,1.65,0,0
9172.02,17,0,1,101.0,3.47,0,0
1522.62,20,1,1,555.0,1.25,0,0
3455.71,21,0,1,189.0,2.21,0,0
564.56,9,1,1,205.0,0.59,0,0
764.49,23,0,2,59.0,0.99,0,0
2766.02,7,0,2,36.0,1.74,0,0
6875.4,14,0,1,109.0,4.1,0,0
2490.03,20,0,1,253.0,0.97,0,0
1364.1,19,1,1,155.0,1.46,0,1
1806.89,22,0,1,77.0,2.29,0,0
586.77,21,0,2,168.0,0.14,0,0
3115.25,3,0,1,141.0,1.95,0,0
4000.2,1,0,0,293.0,6.17,0,0
1203.66,23,1,0,37.0,0.84,0,1
1184.37,5,0,0,15.0,1.19,0,0
2296.84,2,0,1,76.0,1.25,0,1
1220.42,6,1,0,54.0,1.06,0,0
1703.57,9,0,1,442.0,0.55,0,0
11965.1,22,1,0,1.0,17.63,0,1
1447.62,5,0,2,325.0,0.45,0,0
1309.62,15,0,0,372.0,0.57,0,0
1009.5,1,1,1,6.0,0.56,0,1
3532.54,23,1,4,264.0,1.28,0,1
1535.94,16,0,3,76.0,0.5,0,1
1007.84,12,0,1,174.0,0.68,0,0
5938.27,0,1,4,10.0,1.51,0,1
6487.57,5,0,0,373.0,3.03,0,0
1053.23,4,0,2,112.0,0.99,0,0
337.01,12,0,1,275.0,0.51,0,0
4477.24,22,0,2,134.0,1.59,0,0
976.36,17,0,1,92.0,0.66,0,0
3683.3,11,1,0,23.0,7.29,0,1
307.02,6,0,1,24.0,0.17,0,0
4037.32,14,1,0,77.0,3.18,0,0
607.86,2,0,2,245.0,0.61,0,0
3490.11,15,0,1,15.0,1.29,0,0
1831.42,0,0,2,771.0,1.98,0,0
766.21,15,0,0,250.0,0.68,0,0
1253.47,23,0,1,60.0,0.96,0,0
3353.25,11,0,1,35.0,1.23,0,0
1988.84,18,1,0,306.0,2.72,0,0
3059.39,7,0,1,16.0,3.02,0,0
10708.54,22,0,1,51.0,5.61,0,0
442.39,11,1,3,11.0,0.22,0,1
7750.33,14,1,0,368.0,10.29,0,1
1986.08,1,0,0,115.0,1.7,0,0
805.2,16,0,0,49.0,0.58,0,0
546.05,6,0,0,39.0,0.31,0,0
1525.06,12,1,2,70.0,1.17,0,0
4144.28,0,0,1,11.0,1.11,0,0
1611.96,5,0,3,264.0,1.16,0,1
7044.76,12,1,2,86.0,1.92,0,0
489.77,10,1,3,155.0,0.44,0,1
1788.48,9,1,2,32.0,3.16,0,0
585.72,15,0,2,84.0,0.09,0,0
2508.07,23,0,2,28.0,1.78,0,0
4016.63,22,0,4,203.0,2.17,0,0
1238.08,19,0,0,179.0,2.0,0,0
173.51,16,0,3,19.0,0.1,0,1
2162.57,16,0,0,9.0,0.89,0,0
2678.64,3,0,3,209.0,3.6,0,0
2601.56,4,0,0,14.0,1.91,0,0
5498.35,22,1,3,95.0,3.85,0,1
689.56,13,1,1,92.0,1.0,0,0
3334.89,19,1,5,27.0,0.85,0,0
5288.32,9,1,1,107.0,17.79,0,0
364.77,13,0,1,84.0,0.89,0,0
2410.73,0,0,1,85.0,1.53,0,0
1148.53,10,0,0,53.0,1.41,0,0
1680.14,22,0,0,219.0,0.76,0,0
2472.31,17,1,2,11.0,2.06,0,0
1166.19,15,0,0,69.0,0.62,0,0
984.23,17,0,2,36.0,1.51,0,0
1864.48,7,0,0,226.0,1.6,0,0
679.58,9,0,1,31.0,0.6,0,0
680.45,9,0,0,175.0,0.11,0,0
3332.36,4,0,1,113.0,2.95,0,0
642.96,9,0,1,249.0,1.72,0,0
3293.42,17,0,1,108.0,1.15,0,0
2741.7,20,1,1,98.0,2.14,0,0
382.52,23,0,0,194.0,0.22,0,0
982.59,5,0,0,99.0,0.82,0,0
5295.95,2,0,2,223.0,7.69,0,1
747.66,7,0,1,6.0,0.23,0,0
1190.39,8,0,2,82.0,1.45,0,0
2740.39,4,0,2,201.0,4.51,0,0
3659.39,1,1,0,226.0,1.86,0,1
1441.75,1,0,0,216.0,0.89,0,0
1056.0,6,0,1,111.0,0.38,0,0
6503.74,16,0,1,613.0,3.71,0,0
8647.36,9,0,0,24.0,6.11,0,0
4363.25,11,0,0,23.0,1.71,0,0
1952.34,1,0,0,4.0,3.54,0,0
873.55,9,0,0,545.0,0.66,0,0
856.28,19,0,2,51.0,1.02,0,0
2893.62,0,0,0,172.0,1.68,0,0
2634.79,3,1,2,7.0,1.09,0,0
6383.29,12,1,1,43.0,3.65,0,0
3246.73,11,0,1,117.0,1.43,0,0
467.42,10,0,1,89.0,0.15,0,0
4659.92,9,0,1,28.0,2.33,0,0
736.38,14,0,2,74.0,0.32,0,0
1279.76,4,0,3,14.0,0.28,0,1
2264.66,16,0,1,94.0,0.31,0,0
10895.45,4,0,1,12.0,8.09,0,0
29700.72,1,0,1,121.0,35.27,0,1
3121.44,8,0,0,20.0,9.91,0,1
1533.22,5,0,0,95.0,0.33,0,0
2925.02,17,0,1,17.0,2.78,0,0
4019.41,13,0,3,61.0,2.06,0,0
1354.79,18,0,2,52.0,0.62,0,1
9096.91,13,0,2,169.0,3.79,0,0
2224.0,7,0,0,123.0,1.75,0,0
2829.82,16,0,2,332.0,1.19,0,0
3292.27,2,0,1,306.0,1.61,0,0
2642.36,9,0,1,155.0,2.68,0,0
3846.99,16,0,1,177.0,0.98,0,1
1037.4,10,0,1,118.0,0.47,0,0
1093.93,7,1,1,141.0,1.6,0,0
671.73,0,0,2,115.0,0.57,0,0
2685.31,12,0,2,45.0,2.3,0,0
3644.75,20,1,1,52.0,3.47,0,0
2729.83,3,0,1,103.0,1.28,0,0
8160.36,6,0,1,153.0,2.54,0,0
1798.96,13,0,0,63.0,2.34,0,1
3300.63,4,0,1,18.0,2.76,0,0
676.86,23,0,1,74.0,0.23,0,0
1276.16,10,0,2,396.0,1.43,0,0
3381.19,16,1,0,29.0,3.51,0,0
3882.33,4,0,0,126.0,10.13,0,0
1387.74,19,0,2,486.0,0.59,0,0
1695.21,2,0,1,57.0,1.01,0,0
461.24,4,0,1,263.0,0.38,0,0
1311.17,14,0,1,239.0,2.32,0,0
4029.29,18,0,1,50.0,3.34,0,0
3034.14,15,0,2,12.0,6.5,0,0
2837.27,7,0,0,24.0,2.13,0,1
1890.88,12,1,0,55.0,0.4,0,1
1819.57,15,0,1,384.0,1.09,0,0
997.96,2,0,1,38.0,0.32,0,0
3391.22,0,0,2,314.0,1.05,0,0
2640.9,8,1,1,24.0,2.45,0,0
2815.28,8,1,2,420.0,1.31,0,0
1126.16,21,0,0,42.0,3.92,0,0
260.34,16,1,4,120.0,0.15,0,1
4853.41,23,0,1,9.0,1.72,0,0
1175.03,1,0,1,43.0,0.58,0,0
831.72,8,0,0,28.0,0.7,0,0
3374.93,23,0,3,0.0,1.07,0,1
1270.53,18,1,1,20.0,0.43,0,0
4693.54,12,0,2,108.0,3.27,0,0
3150.47,4,0,2,59.0,0.87,0,0
3344.97,8,1,0,154.0,1.66,0,0
528.82,12,0,2,133.0,0.94,0,0
5381.65,0,0,2,193.0,3.0,0,0
2287.3,14,0,0,242.0,2.38,0,0
1296.79,3,0,3,206.0,0.65,0,1
2057.09,3,0,0,71.0,12.32,0,0
365.54,19,1,2,44.0,0.09,0,0
2611.78,9,0,2,84.0,0.9,0,0
715.92,5,0,0,92.0,0.19,0,0
535.18,23,0,2,45.0,0.36,0,0
459.38,11,0,1,93.0,0.16,0,0
4921.75,19,0,1,13.0,2.93,0,0
1026.25,15,1,1,32.0,1.25,0,0
7189.34,2,1,0,164.0,7.9,0,1
1116.3,13,0,0,24.0,0.93,0,0
388.92,0,0,2,18.0,0.12,0,0
661.91,9,0,0,41.0,0.22,0,0
5498.5,14,0,2,56.0,5.48,0,0
1571.35,6,0,0,48.0,0.69,0,0
1103.83,3,0,0,56.0,0.74,0,0
2088.11,13,0,3,18.0,2.49,0,0
2840.13,23,1,2,22.0,3.9,0,0
4942.66,15,0,1,32.0,3.84,0,0
6658.5,13,0,1,62.0,2.57,0,0
1307.94,2,1,0,49.0,1.2,0,0
548.15,16,0,3,188.0,0.23,0,0
1246.23,20,0,1,89.0,0.7,0,0
2285.3,13,0,1,103.0,4.12,0,1
759.47,17,0,0,99.0,0.15,0,0
764.0,2,1,1,61.0,0.25,0,1
2463.67,21,0,1,472.0,3.87,0,0
1730.58,18,0,1,5.0,0.92,0,0
1862.21,2,0,1,29.0,0.52,0,0
913.56,11,1,0,40.0,0.48,0,0
1469.44,21,0,1,256.0,1.27,0,0
786.97,4,0,0,301.0,0.57,0,0
4028.62,9,0,0,225.0,3.16,0,0
4590.41,8,1,1,65.0,3.38,0,0
343.24,0,0,1,295.0,0.12,0,0
783.24,12,0,0,12.0,0.4,0,0
470.18,2,0,0,127.0,0.53,0,0
1007.25,18,0,1,332.0,0.8,0,0
1677.24,10,0,0,169.0,1.44,0,0
490.45,15,0,2,39.0,0.28,0,0
788.65,5,0,1,152.0,1.04,0,0
732.48,23,0,1,42.0,1.22,0,0
2178.82,2,0,0,14.0,2.57,0,0
1924.48,18,0,0,152.0,3.32,0,0
944.29,5,0,1,24.0,1.6,0,0
2119.93,7,0,0,14.0,0.69,0,0
1105.43,21,1,0,96.0,0.81,0,0
1415.89,12,0,1,116.0,0.77,0,1
8152.72,11,0,0,6.0,5.31,0,0
6041.54,9,0,0,1.0,3.81,0,0
561.37,2,0,0,257.0,0.32,0,0
3815.24,3,0,0,15.0,1.81,0,0
3752.8,0,0,1,105.0,2.03,0,0
643.27,12,1,3,368.0,0.08,0,1
3777.81,23,0,3,86.0,4.72,0,1
7216.6,3,1,1,18.0,9.21,0,1
658.33,21,1,1,60.0,0.62,0,1
791.75,10,1,0,117.0,1.18,0,0
4518.32,18,0,1,173.0,3.63,0,0
2308.48,10,0,2,112.0,2.77,0,1
2970.03,11,0,0,4.0,1.91,0,0
2456.59,10,0,3,19.0,1.59,0,0
2569.91,5,0,1,56.0,3.8,0,0
547.95,11,0,2,147.0,0.23,0,0
4640.54,8,1,4,105.0,5.07,0,1
5180.37,9,0,0,5.0,6.14,0,0
1470.78,2,0,3,191.0,0.76,0,0
1738.66,2,0,0,112.0,1.17,0,0
455.78,19,0,0,262.0,0.31,0,0
2872.19,22,0,2,65.0,3.52,0,0
3025.56,15,0,2,81.0,3.99,0,0
1709.62,2,0,1,62.0,0.72,0,0
4973.69,9,0,2,154.0,3.51,0,0
1338.53,23,0,0,167.0,0.79,0,0
3005.34,10,0,0,154.0,1.85,0,0
722.2,7,0,0,41.0,0.32,0,0
1770.12,5,0,0,121.0,1.24,0,0
1545.47,19,0,1,50.0,1.2,0,0
2214.49,10,0,1,216.0,0.97,0,0
1296.5,20,0,0,7.0,0.23,0,0
1606.28,11,0,1,5.0,2.29,0,0
3802.61,15,0,0,13.0,3.57,0,0
1220.37,17,0,1,27.0,0.69,0,0
425.85,12,1,1,5.0,1.06,0,0
8730.92,21,0,2,9.0,3.03,0,0
6268.6,2,0,1,44.0,2.63,0,1
565.08,14,0,1,13.0,0.37,0,0
3363.5,21,0,1,194.0,1.72,0,0
1149.78,20,0,2,7.0,0.31,0,0
